id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.073654,1916140823,56,1917317447,71644522.0,0.076426,0.072502,-0.001791353760129108,-2.37436,-55685198.58126092,-2.82404,26001498646.9843,26017465105.43644,28704026601.0,0.207411,-64.48724,2024-08-01T00:40:47.164Z,0.00017105,42962.00662,2022-05-26T14:42:59.316Z,,2025-04-14T05:12:19.485Z
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,4.22,1880139189,57,1880139189,126084532.0,4.3,4.09,-0.022041283805976697,-0.51978,-10511061.51467657,-0.55595,444869729.847897,444869729.847897,,44.45,-90.4842,2022-01-17T00:34:41.497Z,1.16,264.60099,2020-03-13T02:27:44.591Z,"{'times': 41.18468741592519, 'currency': 'usd', 'percentage': 4118.468741592519}",2025-04-14T05:12:19.953Z
lombard-staked-btc,lbtc,Lombard Staked BTC,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,84396.0,1761671121,58,1761671121,19783615.0,85482.0,82912.0,664.39,0.79348,13858468.0,0.7929,20832.27077180845,20832.27077180845,,114576.0,-26.13822,2025-02-04T01:47:44.052Z,52119.0,62.37274,2024-09-06T21:01:52.094Z,,2025-04-14T05:12:20.750Z
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.315732,1749667825,59,4726170826,143531276.0,0.337768,0.305672,-0.010069908636178182,-3.09081,-63953813.30695629,-3.5263,5553125000.0,15000000000.0,,1.52,-79.19891,2024-04-11T13:15:15.057Z,0.195078,61.83198,2024-09-06T21:04:48.253Z,,2025-04-14T05:12:19.699Z
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,4.05,1741019898,60,3524125853,49548106.0,4.05,4.04,-0.000534767411968673,-0.01321,-1055634.796573162,-0.0606,430171898.6,870742437.0,1000000000.0,4.12,-1.87731,2025-04-07T14:20:34.647Z,0.398142,916.53614,2023-01-21T10:15:39.503Z,,2025-04-14T05:12:25.014Z
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,0.997005,1736049137,61,1736049137,2223205940.0,1.009,0.979997,0.00159421,0.16016,-3204377.7341017723,-0.18424,1741264934.273664,1741264934.273664,,1.15,-13.2538,2025-02-03T02:30:49.959Z,0.940377,6.20603,2024-12-05T22:30:51.394Z,,2025-04-14T05:12:19.479Z
official-trump,trump,Official Trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,8.42,1684182116,62,8420911564,483053286.0,8.72,8.09,-0.16974420505196974,-1.97515,-35507689.283525705,-2.06477,199999976.636,1000000000.0,1000000000.0,73.43,-88.5252,2025-01-19T11:50:34.806Z,4.29,96.37982,2025-01-18T03:40:29.231Z,,2025-04-14T05:12:20.019Z
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,2.55,1661791895,63,5004759358,102674025.0,2.57,2.46,0.04920321,1.96643,30125170.0,1.84628,650656853.0,1959560029.0,1959560029.0,236.84,-98.91966,2021-04-01T13:29:41.564Z,2.14,19.31632,2025-04-07T07:06:32.125Z,,2025-04-14T05:12:20.077Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.18899,1616807197,64,1616822190,74116612.0,0.190942,0.180161,0.00267399,1.43519,17255116.0,1.07875,8566789087.967793,8566868527.37489,10000000000.0,3.56,-94.69414,2019-06-20T14:51:19.480Z,0.087513,115.90952,2023-09-11T19:42:08.247Z,"{'times': -0.9212540949518846, 'currency': 'usd', 'percentage': -92.12540949518846}",2025-04-14T05:12:24.399Z
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,0.185646,1607033165,65,1930989803,65899321.0,0.192849,0.181342,-0.002363963149932674,-1.25736,-22946279.558581114,-1.40776,8654262036.13669,10398846835.30774,,1.29,-85.57281,2024-03-13T18:55:06.692Z,0.153392,21.10078,2025-04-07T07:06:08.017Z,,2025-04-14T05:12:21.627Z
sonic-3,s,Sonic (prev. FTM),https://coin-images.coingecko.com/coins/images/38108/large/200x200_Sonic_Logo.png?1734679256,0.505641,1604935952,66,1604935952,121781645.0,0.517578,0.481029,-0.007919352203982988,-1.54205,-29346325.302301407,-1.79567,3175000000.0,3175000000.0,,1.029,-50.89213,2025-01-04T21:35:44.705Z,0.359647,40.56884,2025-02-03T02:11:37.229Z,,2025-04-14T05:12:19.345Z
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,2.51,1501937376,67,2802699231,65899470.0,2.59,2.4,-0.04159046531017374,-1.62788,-22979374.605400562,-1.50693,597598244.156953,1115151780.821565,,20.85,-87.93724,2024-02-10T14:30:02.495Z,2.08,20.7195,2023-10-31T15:14:31.951Z,,2025-04-14T05:12:19.944Z
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.305806,1412020279,68,3057701989,139930463.0,0.315232,0.296968,0.00168166,0.55295,7463611.0,0.53139,4617913336.0,10000000000.0,10000000000.0,2.39,-87.21074,2024-01-12T12:29:59.231Z,0.245747,24.396,2025-04-07T07:01:34.124Z,,2025-04-14T05:12:21.653Z
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,3.83,1383627667,69,1383627667,56918085.0,3.86,3.71,0.05565,1.4746,18426947.0,1.34976,361035985.833154,361035985.833154,,5.03,-23.73534,2025-01-19T14:31:08.348Z,0.146839,2511.08539,2023-11-24T05:55:06.706Z,,2025-04-14T05:12:19.244Z
solv-btc,solvbtc,Solv Protocol SolvBTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,84624.0,1325703045,70,1325703313,1062132.0,85172.0,83058.0,275.41,0.32652,-19583953.95820546,-1.45575,15646.49692186921,15646.50009353728,21000000.0,108929.0,-22.22519,2025-01-20T07:17:19.296Z,49058.0,72.69333,2024-08-05T06:28:45.311Z,,2025-04-14T05:12:19.673Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,10.44,1306944201,71,1489852125,64795.0,10.48,10.24,0.126828,1.22935,17269076.0,1.33903,125043917.8513356,142543917.8513356,,28.83,-63.72219,2021-12-01T15:09:35.541Z,0.342863,2950.44576,2019-02-07T00:00:00.000Z,,2025-04-14T05:12:19.687Z
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,0.493226,1287306488,72,1341435867,214099027.0,0.535888,0.47582,0.01643274,3.44651,42998308.0,3.4556,2604959126.672,2714493896.672,2714493896.672,3.45,-85.66946,2024-03-28T17:21:18.050Z,0.00816959,5959.02964,2020-03-13T02:24:18.347Z,"{'times': 4.688880357417372, 'currency': 'usd', 'percentage': 468.88803574173727}",2025-04-14T05:12:24.530Z
xdce-crowd-sale,xdc,XDC Network,https://coin-images.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,0.079132,1245345448,73,3012722912,33653225.0,0.081736,0.076297,0.00266502,3.48517,43008380.0,3.57707,15701622432.0,37985153238.9,,0.192754,-58.8369,2021-08-21T04:39:48.324Z,0.00039532,19970.81797,2019-07-22T00:00:00.000Z,"{'times': 5.426995066746665, 'currency': 'eth', 'percentage': 542.6995066746665}",2025-04-14T05:12:23.044Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1397.78,1173951867,74,1210394400,78213547.0,1400.37,1342.78,25.37,1.84856,12720718.0,1.09545,839733.708547748,865801.2368748093,1005577.0,6292.31,-77.76246,2021-05-03T21:54:29.333Z,168.36,731.12141,2020-03-16T20:52:36.527Z,,2025-04-14T05:12:19.861Z
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,0.681914,1130416300,75,2929841394,109306992.0,0.707131,0.663866,0.00425768,0.6283,3269989.0,0.29011,1657120774.0,4294967296.0,4294967296.0,4.84,-85.91685,2024-03-06T08:35:50.817Z,0.402159,69.64219,2022-06-18T20:54:52.178Z,,2025-04-14T05:12:22.014Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.392433,1116177404,76,2746893267,52787865.0,0.408557,0.378048,-0.005045082071591711,-1.26927,-16714455.918385744,-1.47538,2844383333.32,6999978140.676456,10000000000.0,2.0,-80.37697,2024-01-31T15:02:47.304Z,0.306358,28.10604,2025-04-07T06:56:22.719Z,,2025-04-14T05:12:19.881Z
binance-staked-sol,bnsol,Binance Staked SOL,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,139.84,1111639376,77,1111639376,5492616.0,140.4,132.11,3.54,2.59455,29879966.0,2.76216,7945419.891770495,7945419.891770495,,297.96,-53.06545,2025-01-19T11:30:53.744Z,100.21,39.55055,2025-04-07T06:56:20.488Z,,2025-04-14T05:12:19.819Z
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.01760589,1100862297,78,1803015086,43322514.0,0.01876162,0.01519965,0.002341,15.33588,135619407.0,14.05029,63061604947.27292,103283603585.1448,,0.150073,-88.44723,2023-01-10T03:14:05.921Z,0.00827405,109.54169,2023-10-19T03:35:41.663Z,,2025-04-14T05:12:22.336Z
story-2,ip,Story,https://coin-images.coingecko.com/coins/images/54035/large/Transparent_bg.png?1738075331,3.98,1068194980,79,3990952510,41803595.0,4.27,3.89,-0.11995052328896838,-2.92562,-36858495.644890666,-3.33545,268415137.67,1002843195.52,,7.31,-45.6253,2025-02-26T16:11:25.410Z,1.0,297.55428,2025-02-14T03:11:08.309Z,,2025-04-14T05:12:20.162Z
nexo,nexo,NEXO,https://coin-images.coingecko.com/coins/images/3695/large/CG-nexo-token-200x200_2x.png?1730414360,1.038,1039570573,80,1039570573,9427167.0,1.045,1.012,0.00354527,0.34273,2538673.0,0.2448,1000000000.0,1000000000.0,1000000000.0,4.07,-74.43952,2021-05-12T14:37:47.535Z,0.04515276,2202.83288,2018-09-13T00:00:00.000Z,"{'times': 9.37955206430381, 'currency': 'usd', 'percentage': 937.955206430381}",2025-04-14T05:12:20.093Z
usdt0,usdt0,USDT0,https://coin-images.coingecko.com/coins/images/53705/large/usdt0.jpg?1737086183,0.999022,1027937717,81,1027937717,92486674.0,1.006,0.994816,0.00256656,0.25757,53424.0,0.0052,1028531418.599721,1028531418.599721,,1.052,-4.86836,2025-01-23T22:34:53.341Z,0.975737,2.57076,2025-02-28T01:35:58.101Z,,2025-04-14T05:12:24.576Z
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,1.312e-05,1013914418,82,1163483161,133830067.0,1.368e-05,1.243e-05,-3.44232903692e-07,-2.55625,-30593438.542720437,-2.92898,77419592329436.58,88840231865776.17,88840231865776.17,5.825e-05,-77.48666,2024-11-20T04:01:06.465Z,8.6142e-08,15123.68582,2022-12-29T22:48:46.755Z,,2025-04-14T05:12:20.815Z
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,68.57,998299893,83,1002989102,23626700.0,70.27,66.18,1.56,2.33347,23457627.0,2.4063,14544176.164091088,14612493.0,14612493.0,427.42,-83.94306,2021-09-11T09:15:00.668Z,0.215773,31706.97666,2018-08-23T00:00:00.000Z,"{'times': 17.00725821677193, 'currency': 'eth', 'percentage': 1700.7258216771932}",2025-04-14T05:12:19.792Z
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,1636.39,989513661,84,989513661,44891788.0,1648.55,1571.88,27.56,1.71291,14799173.0,1.51831,604999.999959841,604999.999959841,,4098.26,-60.04256,2024-12-06T20:27:27.286Z,1394.32,17.4452,2025-04-09T01:32:41.942Z,,2025-04-14T05:12:20.025Z
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,0.761598,958083255,85,7614788663,123214612.0,0.789736,0.730308,-0.004869007397472092,-0.63525,-4691242.951603413,-0.48726,1258187583.247547,10000000000.0,10000000000.0,11.74,-93.50883,2024-03-10T00:10:42.330Z,0.583741,30.55509,2025-04-07T07:06:11.379Z,,2025-04-14T05:12:25.720Z
eos,eos,EOS,https://coin-images.coingecko.com/coins/images/738/large/CG_EOS_Icon.png?1731705232,0.625146,948396981,86,1312975356,229825512.0,0.667632,0.604032,-0.0330582342050495,-5.02249,-49351276.297946334,-4.94627,1516885789.1746,2100000000.0,2100000000.0,22.71,-97.2474,2018-04-29T07:50:33.540Z,0.402746,55.22185,2024-11-04T21:55:59.771Z,"{'times': -0.36853915837771273, 'currency': 'usd', 'percentage': -36.853915837771275}",2025-04-14T05:12:20.833Z
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,0.624763,947570854,87,947570854,44593699.0,0.643871,0.605656,-0.010084766809717594,-1.58853,-19715431.81544113,-2.03822,1521418431.23037,1521418431.23037,1818000000.0,3.86,-83.89875,2024-04-01T12:34:58.342Z,0.04559639,1264.59061,2020-03-13T02:29:26.415Z,"{'times': 4.206361977614808, 'currency': 'usd', 'percentage': 420.63619776148084}",2025-04-14T05:12:20.373Z
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,1706.41,945514909,88,945514909,2228587.0,1717.92,1639.71,31.8,1.89909,9388635.0,1.00292,553871.9503163178,553871.9503163178,,4216.2,-59.50737,2024-12-06T20:31:16.142Z,1459.69,16.95979,2025-04-09T01:45:22.546Z,,2025-04-14T05:12:19.869Z
fartcoin,fartcoin,Fartcoin,https://coin-images.coingecko.com/coins/images/50891/large/fart.jpg?1729503972,0.868436,869918453,89,869918453,310040418.0,0.888765,0.78377,0.01191243,1.39079,12206145.0,1.4231,999992638.347339,999992638.347339,1000000000.0,2.48,-64.952,2025-01-19T20:41:07.782Z,0.02002855,4237.7841,2024-10-30T07:56:04.381Z,,2025-04-14T05:12:20.236Z
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.177435,867344750,90,1776486274,83227016.0,0.18246,0.170477,-5.865938192029e-05,-0.03305,-1546334.48041296,-0.17797,4882361111.0,10000000000.0,,1.14,-84.41828,2024-03-16T02:30:23.904Z,0.095364,86.22138,2023-10-19T08:05:30.655Z,,2025-04-14T05:12:20.256Z
binance-bridged-usdc-bnb-smart-chain,usdc,Binance Bridged USDC (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35220/large/USDC.jpg?1707919050,1.0,848963814,91,848963814,21796500.0,1.005,0.997241,-0.000740533043132485,-0.07397,-1185336.297445774,-0.13943,848999999.8398039,848999999.8398039,,1.031,-3.02443,2024-03-05T20:15:29.285Z,0.942892,6.04363,2024-12-05T22:30:25.440Z,,2025-04-14T05:12:20.245Z
dexe,dexe,DeXe,https://coin-images.coingecko.com/coins/images/12713/large/DEXE_token_logo.png?1696512514,14.83,845460309,92,1428816379,13546912.0,15.19,14.45,-0.14314815450525842,-0.95591,-10297462.710236311,-1.20332,57103774.56313077,96504599.33609451,,32.38,-54.26429,2021-03-08T13:29:57.935Z,0.671563,2105.25158,2020-11-06T19:31:40.144Z,,2025-04-14T05:12:20.036Z
paypal-usd,pyusd,PayPal USD,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,0.999458,834480379,93,834480379,41719943.0,1.001,0.998793,-0.000357268327319638,-0.03573,-295774.39092326164,-0.03543,834935287.450123,834935287.450123,,1.021,-2.0852,2023-10-23T22:44:57.056Z,0.959426,4.17195,2024-12-05T22:31:13.430Z,,2025-04-14T05:12:19.505Z
polygon-bridged-usdt-polygon,usdt,Polygon Bridged USDT (Polygon),https://coin-images.coingecko.com/coins/images/35023/large/USDT.png?1707233644,0.999591,806113511,94,806113511,9524670.0,0.999883,0.999566,-0.00013968451419677,-0.01397,-218791.1497796774,-0.02713,806379457.902405,806379457.902405,,1.027,-2.64967,2024-04-14T06:51:56.926Z,0.945933,5.67102,2024-12-05T22:30:30.789Z,,2025-04-14T05:12:20.281Z
tether-gold,xaut,Tether Gold,https://coin-images.coingecko.com/coins/images/10481/large/Tether_Gold.png?1696510471,3249.47,801069887,95,801069887,21302123.0,3260.37,3234.53,7.7,0.23745,1923598.0,0.24071,246524.33,246524.33,,3272.99,-0.72112,2025-04-12T06:33:47.801Z,1447.84,124.42996,2020-03-19T13:45:41.821Z,,2025-04-14T05:12:20.057Z
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Other_200x200.png?1738782212,8.2,799057273,96,817640438,65979668.0,8.5,7.92,-0.10389650522981064,-1.25182,-12638121.30379939,-1.557,97727220.33,100000000.0,,52.62,-84.46547,2024-03-14T15:06:22.124Z,0.657401,1143.43807,2020-11-03T16:19:30.576Z,,2025-04-14T05:12:19.989Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,1848.74,794147082,97,794147082,6956459.0,1854.43,1774.33,34.04,1.87599,11661841.0,1.49036,429313.789031958,429313.789031958,,4814.31,-61.58342,2021-12-01T08:03:50.749Z,887.26,108.44915,2022-06-18T20:55:45.957Z,,2025-04-14T05:12:19.935Z
mantra-dao,om,MANTRA,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,0.825434,794001949,98,1487665095,2031821815.0,6.33,0.456472,-5.4388609905265435,-86.82319,-5281341027.758232,-86.93075,969302619.6999998,1816113519.69,,8.99,-91.00126,2025-02-23T01:52:21.073Z,0.01726188,4584.13662,2023-10-12T17:25:09.068Z,,2025-04-14T05:12:20.323Z
curve-dao-token,crv,Curve DAO,https://coin-images.coingecko.com/coins/images/12124/large/Curve.png?1696511967,0.599845,791315912,99,1349889382,204111571.0,0.633178,0.587872,-0.029010323335861288,-4.6132,-40690708.17938101,-4.89067,1318195077.0,2248681608.334072,3030303031.0,15.37,-96.08437,2020-08-14T00:00:00.000Z,0.180354,233.74024,2024-08-05T11:41:26.119Z,,2025-04-14T05:12:20.711Z
jasmycoin,jasmy,JasmyCoin,https://coin-images.coingecko.com/coins/images/13876/large/JASMY200x200.jpg?1696513620,0.01578885,765545656,100,790526286,217439062.0,0.01729415,0.01519569,-0.000372566930535397,-2.30529,-17575942.714040995,-2.24434,48419999999.3058,50000000000.0,50000000000.0,4.79,-99.66949,2021-02-16T03:53:32.207Z,0.00275026,475.64665,2022-12-29T20:41:09.113Z,,2025-04-14T05:12:20.360Z
