id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,3.96,13214030782,13,39582793150,1671651791.0,4.02,3.86,0.01142416,0.28967,77376734.0,0.58901,3338327017.911665,10000000000.0,10000000000.0,5.35,-25.96737,2025-01-04T22:56:18.063Z,0.364846,984.89633,2023-10-19T10:40:30.078Z,,2025-05-10T15:12:59.616Z
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/chainlink-new-logo.png?1696502009,16.43,10801100973,14,16437530754,591939722.0,16.45,15.84,0.47241,2.96059,323870932.0,3.09119,657099970.4527868,1000000000.0,1000000000.0,52.7,-68.77503,2021-05-10T00:13:57.214Z,0.148183,11004.15729,2017-11-29T00:00:00.000Z,,2025-05-10T15:13:01.282Z
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,24.65,10320904810,15,11225885635,573976762.0,24.71,22.88,1.54,6.65067,671461511.0,6.95855,418198970.4696879,454868434.6427571,720000000.0,144.96,-82.95299,2021-11-21T14:18:56.538Z,2.8,782.21992,2020-12-31T13:15:21.540Z,,2025-05-10T15:12:56.166Z
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,2928.17,10088237486,16,10088237486,35193544.0,2928.56,2746.1,148.2,5.331,482277106.0,5.0206,3445842.562142345,3445842.562142345,,7256.02,-59.6525,2022-05-13T15:09:54.509Z,558.54,424.15632,2022-05-13T01:36:45.053Z,,2025-05-10T15:12:54.751Z
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.304915,9462068210,17,15246473469,266726687.0,0.305598,0.293687,0.00813269,2.74029,270650165.0,2.9446,31031459119.58337,50001786892.81785,50001786892.81785,0.875563,-65.10032,2018-01-03T00:00:00.000Z,0.00047612,64078.46543,2015-03-05T00:00:00.000Z,,2025-05-10T15:12:56.415Z
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,1.579e-05,9322306620,18,9326331341,535826357.0,1.605e-05,1.479e-05,7.83125e-07,5.21882,475110087.0,5.37018,589249916266819.9,589504313244263.0,,8.616e-05,-81.60919,2021-10-28T03:54:55.568Z,5.6366e-11,28111152.20178,2020-11-28T11:26:25.838Z,,2025-05-10T15:12:55.942Z
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.208973,8836748951,19,10460455413,279970175.0,0.210605,0.197244,0.00893215,4.46517,394343196.0,4.67098,42238834745.80377,50000000000.0,50000000000.0,0.569229,-63.24888,2021-09-15T10:40:28.318Z,0.00986111,2021.44495,2020-01-02T17:30:24.852Z,,2025-05-10T15:12:57.040Z
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,25.14,8400693616,20,25156945106,165735633.0,25.68,24.31,0.03929974,0.15657,60220603.0,0.72203,333928180.0,999990391.0,1000000000.0,34.96,-28.08474,2024-12-22T03:56:00.276Z,3.81,560.08926,2024-11-29T09:30:30.871Z,,2025-05-10T15:12:57.485Z
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,420.4,8359226150,22,8359237983,234278977.0,423.12,405.2,12.58,3.0836,267193533.0,3.30193,19867728.02165078,19867756.14665078,21000000.0,3785.82,-88.87515,2017-12-20T00:00:00.000Z,76.93,447.43349,2018-12-16T00:00:00.000Z,,2025-05-10T15:12:57.551Z
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,3.35,8356147764,21,17214003377,229704213.0,3.42,3.23,0.093883,2.8796,242297340.0,2.98622,2489971852.396864,5129443026.508181,,8.25,-59.26353,2024-06-15T00:36:51.509Z,0.519364,547.37432,2021-09-21T00:33:11.092Z,,2025-05-10T15:12:53.773Z
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.999972,8014987071,23,8014987071,10630453.0,1.0,0.999876,6.208e-05,0.00621,96659382.0,1.2207,8015217609.616517,8015217609.616517,,1.057,-5.4242,2024-10-29T05:40:51.197Z,0.948265,5.45267,2024-10-03T13:19:28.826Z,,2025-05-10T15:12:58.666Z
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,8.67,8002361074,24,8537530977,7026306.0,8.8,8.66,-0.05974547144720077,-0.68426,-61917569.20650101,-0.7678,923480368.9,985239504.0,,10.14,-14.51968,2025-03-10T09:26:43.294Z,0.799859,983.13113,2019-12-24T15:14:35.376Z,,2025-05-10T15:12:58.990Z
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,5.1,7761233151,25,7761233151,447676465.0,5.19,4.68,0.394321,8.38554,613283980.0,8.57986,1522267060.0,1522267060.0,,54.98,-90.7331,2021-11-04T14:10:09.301Z,2.7,88.88257,2020-08-20T05:48:11.359Z,,2025-05-10T15:12:57.061Z
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,102.1,7743190968,26,7743497923,760896887.0,105.99,98.02,3.62,3.68006,278742124.0,3.73426,75835058.23347135,75838064.48347135,84000000.0,410.26,-75.08666,2021-05-10T03:13:07.904Z,1.15,8796.73267,2015-01-14T00:00:00.000Z,,2025-05-10T15:12:57.406Z
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,2426.92,6635555737,27,6635555737,423885172.0,2439.85,2284.84,109.91,4.74357,465823762.0,7.55015,2722839.223654321,2722839.223654321,,4799.89,-49.24588,2021-11-09T00:00:00.000Z,82.1,2867.16476,2018-12-15T00:00:00.000Z,,2025-05-10T15:12:58.912Z
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,330.84,6102860208,28,6102860208,105472126.0,331.37,299.87,30.88,10.29309,560957722.0,10.12211,18446744.07370955,18446744.07370955,,542.33,-38.9587,2018-01-09T00:00:00.000Z,0.216177,153035.1963,2015-01-14T00:00:00.000Z,,2025-05-10T15:12:56.709Z
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,2598.43,5759789239,29,5759789239,38174937.0,2600.57,2442.64,129.79,5.25759,344237551.0,6.35646,2214970.234291565,2214970.234291565,,4311.81,-39.69756,2024-12-06T20:32:25.758Z,1505.24,72.73891,2025-04-09T03:45:31.391Z,,2025-05-10T15:12:58.060Z
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,4.85,5695514918,30,5695514918,326200384.0,4.93,4.42,0.372316,8.30741,452734462.0,8.63539,1169993089.2,1169993089.2,2000000000.0,8.45,-42.27887,2024-12-27T11:41:24.992Z,0.0142795,34058.2119,2020-06-25T04:17:05.895Z,,2025-05-10T15:13:00.690Z
pepe,pepe,Pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,1.291e-05,5441027655,31,5441027655,2377184440.0,1.342e-05,1.205e-05,4.24196e-07,3.39653,211701743.0,4.04836,420690000000000.0,420690000000000.0,420690000000000.0,2.803e-05,-53.85878,2024-12-09T16:30:35.828Z,5.5142e-08,23353.00152,2023-04-18T02:14:41.591Z,,2025-05-10T15:12:54.214Z
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,1.003,5194122800,32,5194122800,681740219.0,1.008,0.991343,0.00285487,0.28558,23852593.0,0.46134,5184993899.591616,5184993899.591616,,1.05,-4.59079,2024-08-05T14:21:42.527Z,0.942186,6.32292,2024-12-05T22:30:39.827Z,,2025-05-10T15:12:53.292Z
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.727279,5142832033,33,7912049282,234507175.0,0.747377,0.706517,-0.012010772403917902,-1.62464,-74575966.80111122,-1.42937,7070452919.063951,10877619875.483,100000000000.0,2.99,-75.65576,2025-02-26T16:41:03.732Z,0.406999,78.70108,2025-04-05T04:50:37.033Z,,2025-05-10T15:12:56.336Z
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,103447.0,4733795378,34,4733795378,336820114.0,104015.0,102428.0,313.57,0.30405,90886915.0,1.95754,45670.57407378,45670.57407378,,108953.0,-5.00831,2025-01-20T09:20:53.854Z,57439.0,80.18518,2024-09-12T14:07:41.775Z,,2025-05-10T15:12:58.454Z
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,1.0,4661144935,35,4661144935,194009318.0,1.001,0.999343,0.00050345,0.05035,11107541.0,0.23887,4658890350.444489,4658890350.444489,,1.032,-3.0557,2023-12-20T15:38:34.596Z,0.929486,7.64496,2024-10-04T07:57:15.809Z,,2025-05-10T15:13:00.415Z
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,30.25,4359095805,36,9868557420,15212429.0,30.42,30.22,-0.05762046540626997,-0.19011,-10549566.23551941,-0.24143,144118517.10815412,326269925.0,400000000.0,31.28,-3.29104,2025-03-02T22:22:36.852Z,3.06,887.88974,2023-02-13T19:01:21.899Z,,2025-05-10T15:12:55.145Z
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,6.69,4020846550,37,6696019798,368961413.0,6.73,6.21,0.423879,6.7682,262409553.0,6.98188,600483073.71,1000000000.0,1000000000.0,44.92,-85.07645,2021-05-03T05:25:04.822Z,1.03,550.70449,2020-09-17T01:20:38.214Z,,2025-05-10T15:12:59.178Z
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,444.86,3900525431,38,9345261945,176256662.0,453.97,420.38,15.17,3.5313,130568629.0,3.4634,8764980.0,21000000.0,21000000.0,757.6,-41.24267,2024-03-07T18:45:36.466Z,30.83,1343.88227,2023-05-14T08:57:53.732Z,,2025-05-10T15:12:56.098Z
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,2.99,3623169397,39,3737386726,233733904.0,3.02,2.86,0.096421,3.3327,122598715.0,3.50225,1211227899.0,1249410827.0,,20.44,-85.33036,2022-01-16T22:09:45.873Z,0.526762,469.17476,2020-11-04T16:09:15.137Z,,2025-05-10T15:12:56.656Z
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,5.75,3577707694,40,6635511679,237239666.0,5.84,5.47,0.172488,3.0925,115959013.0,3.34972,620939249.9369007,1151645130.729492,,19.92,-71.08072,2023-01-26T14:25:17.390Z,3.08,87.05255,2022-12-29T21:35:14.796Z,,2025-05-10T15:12:58.550Z
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,1.0,3473009187,41,3473009187,102327053.0,1.001,0.999604,0.00011577,0.01158,27912384.0,0.81021,3472459136.238109,3472459136.238109,,1.22,-17.94682,2020-03-13T03:02:50.373Z,0.88196,13.40327,2023-03-11T07:50:50.514Z,,2025-05-10T15:12:54.348Z
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,220.95,3342677485,42,3538533174,375661544.0,222.25,206.63,13.12,6.31323,204018821.0,6.50019,15114409.598012164,16000000.0,16000000.0,661.69,-66.54531,2021-05-18T21:19:59.514Z,26.02,750.65174,2020-11-05T09:20:11.928Z,,2025-05-10T15:12:55.496Z
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,54.47,3268812245,43,12855022851,13758260.0,55.65,53.2,1.12,2.09311,76323850.0,2.39073,60000000.0,235957685.3,300000000.0,73.8,-26.12008,2024-03-14T00:30:12.502Z,0.580608,9291.16445,2019-01-14T00:00:00.000Z,,2025-05-10T15:12:54.253Z
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,1.031,3260113249,44,10319728656,250070331.0,1.045,0.999565,0.01293909,1.27148,43211423.0,1.34326,3159107529.0,10000000000.0,10000000000.0,2.14,-51.78344,2024-12-16T00:36:00.777Z,0.082171,1155.80781,2024-01-18T12:14:30.524Z,,2025-05-10T15:12:59.700Z
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,1.051,3043346959,45,3043346959,27299270.0,1.051,1.051,0.00022916,0.02181,60128739.0,2.01557,2895702820.025655,2895702820.025655,,1.088,-3.39342,2025-02-03T02:31:35.208Z,0.961716,9.28349,2025-01-04T01:21:08.460Z,,2025-05-10T15:12:55.587Z
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,19.56,2970853059,46,2970853059,133769439.0,19.67,18.93,0.535872,2.81633,83519999.0,2.89263,151858235.1949325,151858235.1949325,210700000.0,167.09,-88.23285,2021-05-06T18:34:22.133Z,0.615038,3096.74358,2016-07-25T00:00:00.000Z,"{'times': 42.473799158038936, 'currency': 'usd', 'percentage': 4247.379915803894}",2025-05-10T15:12:56.282Z
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,5.48,2924526016,47,2924537793,80157819.0,5.59,5.32,0.144609,2.70847,84463873.0,2.97401,532788855.7817992,532791001.3567717,,700.65,-99.21529,2021-05-10T16:05:53.653Z,2.87,91.90224,2023-09-22T00:29:57.369Z,,2025-05-10T15:12:55.003Z
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,https://coin-images.coingecko.com/coins/images/36291/large/blackrock.png?1711013223,1.0,2916749617,48,2916749617,0.0,1.0,1.0,0.0,0.0,43303312.0,1.50702,2916749617.18,2916749617.18,,1.0,0.0,2025-02-12T05:00:10.912Z,1.0,0.0,2025-02-12T05:45:10.196Z,,2025-05-10T15:10:09.668Z
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.099781,2862268376,49,9761006753,32714107.0,0.102934,0.100033,-0.001582578552658392,-1.56129,-40172025.46961498,-1.38408,28641718321.802,97674979848.54776,100000000000.0,0.965407,-89.61334,2021-11-24T15:53:54.855Z,0.0121196,727.36669,2019-02-08T00:00:00.000Z,,2025-05-10T15:12:55.579Z
official-trump,trump,Official Trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,14.23,2841209541,50,14206049420,1919510137.0,15.1,13.76,0.089175,0.63084,23122270.0,0.8205,199999975.836,1000000000.0,1000000000.0,73.43,-80.65314,2025-01-19T11:50:34.806Z,4.29,231.10235,2025-01-18T03:40:29.231Z,,2025-05-10T15:13:00.952Z
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,34.61,2768510307,51,3460810965,22051218.0,34.86,33.36,1.15,3.42471,91888422.0,3.433,79995999.05112354,100000000.0,100000000.0,50.43,-31.41576,2025-01-03T19:12:43.038Z,0.111255,30988.98158,2019-04-28T00:00:00.000Z,"{'times': 118.12336310258688, 'currency': 'usd', 'percentage': 11812.336310258688}",2025-05-10T15:13:01.461Z
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.105254,2751777702,52,2751801435,77235245.0,0.106471,0.101238,0.00213756,2.07295,69165766.0,2.5783,26148923858.78262,26149149380.78283,28704026601.0,0.207411,-49.26276,2024-08-01T00:40:47.164Z,0.00017105,61422.883,2022-05-26T14:42:59.316Z,,2025-05-10T15:12:56.414Z
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,22.13,2718268522,53,6634746212,10206511.0,22.55,21.82,0.242683,1.10879,30724523.0,1.14322,122910587.76765741,300000000.0,,25.94,-14.72032,2025-01-25T03:07:37.823Z,0.25754,8489.35942,2020-03-13T02:18:02.481Z,,2025-05-10T15:12:58.805Z
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,5.18,2684875193,54,2761421364,314386972.0,5.19,4.86,0.259771,5.28448,141287522.0,5.55466,517716590.0562826,532476763.3362826,,13.53,-61.67097,2024-03-17T16:30:24.636Z,0.03665669,14052.16773,2020-06-16T13:22:25.900Z,,2025-05-10T15:12:54.060Z
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET.png?1742383283,0.03070926,2644725662,55,2644725662,67415551.0,0.0310545,0.02921583,0.00129181,4.3913,121285828.0,4.80637,85985041177.0,85985041177.0,86712634466.0,0.280991,-89.03739,2021-04-19T01:08:21.675Z,0.00191713,1506.7724,2020-03-13T02:29:59.652Z,"{'times': 3.418018692565513, 'currency': 'eth', 'percentage': 341.8018692565513}",2025-05-10T15:12:56.001Z
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/Mantle-Logo-mark.png?1739213200,0.770733,2593468752,56,4793779740,283414976.0,0.776592,0.761601,0.00534293,0.69807,17922725.0,0.69588,3364694382.83684,6219316794.99,6219316794.99,1.54,-49.90679,2024-04-08T09:45:25.482Z,0.307978,150.27503,2023-10-18T02:50:46.942Z,,2025-05-10T15:12:59.571Z
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,5.06,2277231819,57,2277231819,145400699.0,5.08,4.88,0.124397,2.51892,60658207.0,2.73658,448811869.643087,448811869.643087,,44.45,-88.56328,2022-01-17T00:34:41.497Z,1.16,338.20163,2020-03-13T02:27:44.591Z,"{'times': 49.6289230314072, 'currency': 'usd', 'percentage': 4962.89230314072}",2025-05-10T15:12:55.139Z
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,0.257235,2268147309,58,2688376798,117564060.0,0.262442,0.250304,0.00384949,1.51922,44798510.0,2.01491,8791235729.74976,10420026100.80222,,1.29,-79.95863,2024-03-13T18:55:06.692Z,0.153392,68.2258,2025-04-07T07:06:08.017Z,,2025-05-10T15:13:00.298Z
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,0.85075,2219723641,59,2313059815,206458098.0,0.871755,0.820756,0.00753629,0.89376,13996085.0,0.63453,2604959126.672,2714493896.672,2714493896.672,3.45,-75.25192,2024-03-28T17:21:18.050Z,0.00816959,10363.62137,2020-03-13T02:24:18.347Z,"{'times': 8.81257233728943, 'currency': 'usd', 'percentage': 881.2572337289429}",2025-05-10T15:12:56.827Z
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.380696,2214555285,60,5707310264,319855414.0,0.387366,0.362516,0.00741889,1.9875,44281871.0,2.04038,5820312500.0,15000000000.0,,1.52,-74.93009,2024-04-11T13:15:15.057Z,0.195078,95.04332,2024-09-06T21:04:48.253Z,,2025-05-10T15:13:01.148Z
usd1-wlfi,usd1,USD1,https://coin-images.coingecko.com/coins/images/54977/large/30Q2SFVH_400x400.jpg?1742998328,1.002,2132208437,61,2132208437,17695480.0,1.008,0.995869,-0.000207917659653223,-0.02075,1777247.0,0.08342,2127980480.0,2127980480.0,,1.017,-1.49825,2025-04-12T16:05:19.898Z,0.989703,1.26106,2025-04-16T00:36:15.580Z,,2025-05-10T15:12:55.208Z
lombard-staked-btc,lbtc,Lombard Staked BTC,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,102944.0,2088402033,62,2088402033,42289543.0,104784.0,101762.0,97.68,0.09497,-9910483.543521643,-0.47231,20231.02291467974,20231.02291467974,,114576.0,-9.94831,2025-02-04T01:47:44.052Z,52119.0,97.96355,2024-09-06T21:01:52.094Z,,2025-05-10T15:12:54.794Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.239574,2062392038,63,2062424909,88074031.0,0.240136,0.230531,0.00558258,2.38581,58302117.0,2.90916,8598325029.937284,8598462072.386103,10000000000.0,3.56,-93.26303,2019-06-20T14:51:19.480Z,0.087513,174.14504,2023-09-11T19:42:08.247Z,"{'times': -0.9001776025634484, 'currency': 'usd', 'percentage': -90.01776025634483}",2025-05-10T15:12:56.632Z
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,3.06,2032104100,64,5990524298,170545537.0,3.09,2.99,0.03912207,1.29677,28256523.0,1.41011,664699533.0,1959495433.0,1959495433.0,236.84,-98.70653,2021-04-01T13:29:41.564Z,2.14,42.85606,2025-04-07T07:06:32.125Z,,2025-05-10T15:12:56.352Z
ethena-staked-usde,susde,Ethena Staked USDe,https://coin-images.coingecko.com/coins/images/33669/large/sUSDe-Symbol-Color.png?1716307680,1.17,2024592934,65,2024592934,30953386.0,1.17,1.17,-0.000227460057058648,-0.01942,-27871014.97616172,-1.35793,1729006549.415199,1729006549.415199,,1.29,-9.29879,2025-01-29T17:52:32.991Z,1.012,15.66866,2024-04-03T14:23:03.162Z,,2025-05-10T15:12:55.254Z
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,3.18,2002768544,66,3562247762,238037247.0,3.25,2.85,0.280169,9.67772,187761074.0,10.34492,630195091.078137,1120903890.410595,,20.85,-84.76081,2024-02-10T14:30:02.495Z,2.08,52.50797,2023-10-31T15:14:31.951Z,,2025-05-10T15:12:56.871Z
